year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
2,1234,Shark Bay A,Annual,Cneso,Eucalypt,546,581,4.3,4.4,0.386061198,2.5,2.5,Yes,0,None,No
2,1235,Shark Bay A,Annual,Pcare,Pantropical,196.7,232.5,3.1,3.9,0.222845132,NA,NA,Yes,0,None,No
1,1235,Shark Bay A,Annual,Pcare,Pantropical,221.9,196.7,3,3.1,0.222845132,NA,NA,Yes,80,Basal,No
1,1235,Shark Bay A,Annual,Pcare,Pantropical,221.9,196.7,3,3.1,0.222845132,NA,NA,Yes,80,Basal,No
1,665,Shark Bay C,Annual,Emini,Eucalypt,181,166.5,1.1,1.5,0.390591092,0.75,14.25,No,170,Basal,No
1,665,Shark Bay C,Annual,Emini,Eucalypt,181,166.5,1.1,1.5,0.390591092,23.75,1.25,No,170,Basal,No
2,708,Imalu,Annual,Emini,Eucalypt,54,166.7,NA,1.1,0.385009766,4.5,25.5,No,1500,Basal,No
2,1270,Taracumbi,Annual,Gheli,Proteaceae,282,167,2.3,1.6,0.284669287,34,51,No,626,Basal,No
1,1237,Shark Bay A,Annual,Emini,Eucalypt,102.3,100,NA,NA,0.242207031,31.5,3.5,Yes,70,Basal,No
1,1237,Shark Bay A,Annual,Emini,Eucalypt,102.3,100,NA,NA,0.242207031,31.5,3.5,Yes,70,Basal,No
2,1238,Shark Bay A,Annual,Alate,Acacia,40,72.5,NA,0.3,0.305065104,5,5,Yes,0,Both,No
1,1238,Shark Bay A,Annual,Alate,Acacia,76,40,NA,NA,0.305065104,5,5,Yes,0,None,No
1,1239,Shark Bay A,Annual,Cneso,Eucalypt,120,187.2,NA,1,0.490556641,9.5,0.5,Yes,85,Basal,No
2,307,Imalu,Annual,Bobov,Pantropical,231.5,167.5,2.4,2.7,0.084820964,3.75,11.25,No,1200,Epicormic,No
2,7,Taracumbi,Annual,Alate,Acacia,0,169,NA,1.1,0.169482422,NA,NA,No,800,None,No
2,1240,Shark Bay A,Annual,Etetr,Eucalypt,75,110,NA,0.4,0.307291667,9,1,Yes,0,None,No
1,1241,Shark Bay A,Annual,Echlo,Pantropical,228.8,274.3,3.1,3.9,0.429490781,5,0,Yes,185,None,No
2,1241,Shark Bay A,Annual,Echlo,Pantropical,274.3,294,3.9,3.5,0.429490781,5,0,Yes,0,None,No
2,1242,Shark Bay A,Annual,Pcare,Pantropical,43,65,NA,0.4,0.262932943,10,0,Yes,0,None,No
2,30,Pikertaramoor,Annual,Aexce,Pantropical,127,169.5,NA,0.9,0.284915365,NA,NA,No,1000,Basal,No
1,1243,Shark Bay A,Annual,Alate,Acacia,151.5,179.8,1,1.4,0.346731228,9.5,0.5,Yes,110,Basal,No
1,1243,Shark Bay A,Annual,Alate,Acacia,151.5,179.8,1,1.4,0.346731228,9.5,0.5,Yes,110,Basal,No
2,1243,Shark Bay A,Annual,Alate,Acacia,179.8,444,1.4,3.1,0.346731228,9.5,0.5,Yes,0,None,No
1,1244,Shark Bay A,Annual,Tferd,Pantropical,355,391.3,4.4,4.6,0.157480469,9.5,0.5,Yes,0,None,No
2,1244,Shark Bay A,Annual,Tferd,Pantropical,391.3,403,4.6,3.8,0.157480469,9.5,0.5,Yes,0,None,No
1,1245,Shark Bay A,Annual,Tferd,Pantropical,418,444.7,3.6,3.9,0.333929036,4.75,0.25,Yes,100,None,No
2,1245,Shark Bay A,Annual,Tferd,Pantropical,444.7,469,3.9,4.1,0.333929036,4.75,0.25,Yes,0,None,No
1,282,Imalu,Annual,Emini,Eucalypt,77,169.5,NA,1.4,0.246884766,3,12,No,140,Basal,No
2,1246,Shark Bay A,Annual,Tferd,Pantropical,84,93,1.3,0.9,0.301899877,0.5,0.5,Yes,0,None,No
2,738,Taracumbi,Annual,Alate,Acacia,233.8,169.5,1.3,0.7,0.147919922,NA,NA,No,1000,Basal,No
2,1247,Shark Bay A,Annual,Alate,Acacia,60,106,NA,0.5,0.341642014,1.5,3.5,Yes,0,None,No
1,1248,Shark Bay A,Annual,Echlo,Pantropical,164,199.2,3.1,3.6,0.475810547,5,0,Yes,150,None,No
2,1248,Shark Bay A,Annual,Echlo,Pantropical,199.2,246,3.6,3.5,0.475810547,5,0,Yes,100,None,No
1,1249,Shark Bay A,Annual,Emini,Eucalypt,103.5,155.7,NA,1.1,0.41421875,0.25,4.75,Yes,0,Basal,No
1,264,Imalu,Annual,Aexce,Pantropical,141,170,NA,1,0.442434896,2.5,7.5,No,640,Basal,No
2,1250,Shark Bay A,Annual,Bmega,Pantropical,103,156.5,1.5,2.2,0.306832682,5,0,Yes,0,Basal,No
1,1250,Shark Bay A,Annual,Bmega,Pantropical,119.5,103,1.9,1.5,0.306832682,5,0,Yes,115,Basal,No
1,1250,Shark Bay A,Annual,Bmega,Pantropical,119.5,103,1.9,1.5,0.306832682,5,0,Yes,115,Basal,No
1,1251,Shark Bay A,Annual,Etetr,Eucalypt,478.1,495.1,3.5,3.8,0.215260417,2.5,2.5,Yes,310,None,No
2,1251,Shark Bay A,Annual,Etetr,Eucalypt,495.1,529,3.8,3.8,0.215260417,2.5,2.5,Yes,0,None,No
2,1252,Shark Bay A,Annual,Aexce,Pantropical,100,118,NA,0.8,0.279248047,2.5,2.5,Yes,0,None,No
1,1252,Shark Bay A,Annual,Aexce,Pantropical,137.5,100,NA,NA,0.279248047,2.5,2.5,Yes,140,Basal,No
1,1252,Shark Bay A,Annual,Aexce,Pantropical,137.5,100,NA,NA,0.279248047,2.5,2.5,Yes,140,Basal,No
1,1253,Shark Bay A,Annual,Alate,Acacia,361.2,482.6,3,3.8,0.426223298,9,1,Yes,0,None,No
2,1253,Shark Bay A,Annual,Alate,Acacia,482.6,289.5,3.8,1.7,0.426223298,9,1,Yes,200,Basal,No
2,1253,Shark Bay A,Annual,Alate,Acacia,482.6,289.5,3.8,1.7,0.426223298,9,1,Yes,200,Basal,No
1,1254,Shark Bay A,Annual,Etetr,Eucalypt,275.5,285.2,2.5,2.7,0.501852214,0.5,0.5,Yes,0,Epicormic,No
2,602,Taracumbi,Annual,Echlo,Pantropical,NA,170,NA,2.3,0.213764358,NA,NA,No,1000,Basal,No
1,1255,Shark Bay A,Annual,Aexce,Pantropical,85.5,122,NA,NA,0.524541016,0,1,Yes,0,None,No
2,1255,Shark Bay A,Annual,Aexce,Pantropical,122,27.5,NA,NA,0.524541016,0,1,Yes,1500,None,No
1,1256,Shark Bay A,Annual,Tferd,Pantropical,334.5,340.9,4.5,4.3,0.354417318,2.5,2.5,Yes,100,None,No
2,1256,Shark Bay A,Annual,Tferd,Pantropical,340.9,345,4.3,4.5,0.354417318,2.5,2.5,Yes,0,None,No
2,538,Taracumbi,Annual,Aexce,Pantropical,146,170.5,NA,1.1,0.118802083,5,45,No,1500,Basal,No
1,1257,Shark Bay A,Annual,Pcare,Pantropical,203.3,156.8,4.3,4.5,0.270653886,5,0,Yes,100,Basal,No
1,1257,Shark Bay A,Annual,Pcare,Pantropical,203.3,156.8,4.3,4.5,0.270653886,5,0,Yes,100,Basal,No
1,1258,Shark Bay A,Annual,Etetr,Eucalypt,307.3,356.6,2,2.7,0.257411588,1.75,3.25,Yes,0,None,No
2,1258,Shark Bay A,Annual,Etetr,Eucalypt,356.6,349.5,2.7,2.6,0.257411588,1.75,3.25,Yes,0,Epicormic,No
1,1259,Shark Bay A,Annual,Emini,Eucalypt,723.9,763,4.4,4.4,0.36898763,7,3,Yes,175,None,No
2,1259,Shark Bay A,Annual,Emini,Eucalypt,763,759.5,4.4,4.3,0.36898763,7,3,Yes,200,None,No
1,1260,Taracumbi,Annual,Gheli,Proteaceae,242.5,264.8,2,1.8,0.374171755,10.5,24.5,Yes,220,None,No
2,635,Imalu,Annual,Bobov,Pantropical,162.8,170.5,3,2.5,0.381775885,3,27,No,1800,Basal,No
1,1261,Shark Bay B,Annual,Gheli,Proteaceae,50,63,NA,NA,0.391865234,28.5,1.5,Yes,0,Epicormic,No
2,1261,Shark Bay B,Annual,Gheli,Proteaceae,63,112,NA,1.1,0.391865234,28.5,1.5,Yes,0,None,No
2,1262,Shark Bay B,Annual,Gheli,Proteaceae,88.5,277.5,1,2.3,0.472360026,23.75,1.25,Yes,0,Epicormic,No
1,1262,Shark Bay B,Annual,Gheli,Proteaceae,110,88.5,1,1,0.472360026,23.75,1.25,Yes,0,None,No
2,1263,Shark Bay C,Unburnt,Bmega,Pantropical,345.2,373,5.1,5.4,0.379249866,25,0,NA,0,None,No
1,1263,Shark Bay C,Unburnt,Bmega,Pantropical,351.4,345.2,NA,5.1,0.379249866,25,0,NA,0,None,No
2,1264,Shark Bay C,Unburnt,Bmega,Pantropical,369.2,445,4.5,4.5,0.288300781,NA,NA,NA,0,None,No
1,1264,Shark Bay C,Unburnt,Bmega,Pantropical,417.3,369.2,NA,4.5,0.288300781,NA,NA,NA,0,None,No
2,240,Imalu,Annual,Emini,Eucalypt,121,171,NA,1.1,0.406848958,0,25,No,800,Basal,No
2,1215,Shark Bay A,Annual,Etetr,Eucalypt,120,171,1.3,0.9,0.512133182,0.5,4.5,No,2000,Basal,No
1,1266,Taracumbi,Annual,Gheli,Proteaceae,336,444,3.4,3.4,0.191993368,NA,NA,Yes,220,None,No
2,675,Imalu,Annual,Echlo,Pantropical,130,171.6,1.4,2.1,0.336028646,0,10,No,1000,Basal,No
2,2293,Shark Bay C,Annual,Aexce,Pantropical,92.5,171.6,NA,1,0.372678998,36,4,No,1000,Basal,No
2,2265,Shark Bay A,Annual,Gheli,Proteaceae,39,172,NA,1.1,0.562858073,0,1,No,330,Basal,No
1,1268,Shark Bay B,Annual,Gheli,Proteaceae,60,76,NA,NA,0.357802734,12.75,2.25,Yes,60,Basal,No
2,1268,Shark Bay B,Annual,Gheli,Proteaceae,76,166.6,NA,2,0.357802734,12.75,2.25,Yes,60,Both,No
2,2207,Shark Bay C,Annual,Emini,Eucalypt,84,172.1,NA,1,0.265641276,12.75,72.25,No,500,Basal,No
1,745,Taracumbi,Annual,Cneso,Eucalypt,75.5,173.5,NA,NA,0.177848307,NA,NA,No,700,Basal,No
1,1270,Taracumbi,Annual,Gheli,Proteaceae,261.5,282,2.5,2.3,0.284669287,34,51,Yes,150,Epicormic,No
1,253,Shark Bay B,Annual,Pcare,Pantropical,125.5,174,1.8,2.9,0.232470703,18,2,No,190,None,No
2,1271,Shark Bay C,Unburnt,Bmega,Pantropical,339.7,381.5,4.4,4.6,0.621787109,0,1,NA,0,None,No
1,1271,Shark Bay C,Unburnt,Bmega,Pantropical,343.9,339.7,4.3,4.4,0.621787109,0,1,NA,0,None,No
1,1272,Shark Bay B,Annual,Bmega,Pantropical,41.5,62.5,NA,NA,0.361578776,18,2,Yes,160,None,No
2,1272,Shark Bay B,Annual,Bmega,Pantropical,62.5,100,NA,1.4,0.361578776,18,2,Yes,0,None,No
1,1273,Shark Bay C,Unburnt,Bmega,Pantropical,314.8,326,4,4.1,0.491510971,10,0,NA,0,None,No
2,1273,Shark Bay C,Unburnt,Bmega,Pantropical,326,335,4.1,4,0.491510971,10,0,NA,0,None,No
1,1274,Shark Bay C,Unburnt,Aexce,Pantropical,154.3,163.5,1.4,1.3,0.282851562,1,9,NA,0,None,No
2,1274,Shark Bay C,Unburnt,Aexce,Pantropical,163.5,152,1.3,1.2,0.282851562,1,9,NA,0,None,No
1,1275,Taracumbi,Annual,Gheli,Proteaceae,254,322.5,2.6,2.7,0.338822793,29.75,5.25,Yes,230,Epicormic,No
2,1276,Shark Bay C,Unburnt,Gheli,Proteaceae,357.5,345,5.1,4.3,0.389778646,3,2,NA,0,None,No
1,1276,Shark Bay C,Unburnt,Gheli,Proteaceae,362.5,357.5,4.3,5.1,0.389778646,3,2,NA,0,None,No
2,612,Taracumbi,Annual,Etetr,Eucalypt,132,175,NA,1.1,0.206789195,17.5,17.5,No,1500,Basal,No
2,942,Pikertaramoor,Annual,Emini,Eucalypt,64,176,NA,1.5,0.180016276,NA,NA,No,1000,Basal,No
2,1279,Shark Bay C,Unburnt,Gheli,Proteaceae,44,40.5,NA,NA,0.604557292,5,0,NA,0,None,No
1,1279,Shark Bay C,Unburnt,Gheli,Proteaceae,48.5,44,NA,NA,0.604557292,5,0,NA,0,None,No
1,1280,Shark Bay C,Unburnt,Bmega,Pantropical,306.3,332.1,3.6,3.5,0.557790955,60,0,NA,0,None,No
2,1280,Shark Bay C,Unburnt,Bmega,Pantropical,332.1,329,3.5,3.5,0.557790955,60,0,NA,0,None,No
1,1281,Taracumbi,Annual,Gheli,Proteaceae,347,408.7,3.9,3.6,0.194210853,32,8,Yes,160,None,No
2,1227,Shark Bay A,Annual,Aexce,Pantropical,155.5,177,1.4,0.9,0.459029948,9,1,No,180,Basal,No
1,1282,Shark Bay C,Unburnt,Gheli,Proteaceae,32,34,NA,NA,0.66890625,9.5,0.5,NA,0,None,No
2,1282,Shark Bay C,Unburnt,Gheli,Proteaceae,34,32,NA,NA,0.66890625,9.5,0.5,NA,0,None,No
2,536,Imalu,Annual,Pcare,Pantropical,83,178,NA,1.9,0.387672526,2.8,32.2,No,1500,Basal,No
2,564,Imalu,Annual,Aexce,Pantropical,215,178,1.5,0.8,0.362789714,1.25,23.75,No,800,Basal,No
1,1284,Shark Bay C,Unburnt,Gheli,Proteaceae,35,55,NA,NA,0.567373047,1,0,NA,0,None,No
2,1284,Shark Bay C,Unburnt,Gheli,Proteaceae,55,40,NA,NA,0.567373047,1,0,NA,0,None,No
1,1285,Shark Bay C,Unburnt,Gheli,Proteaceae,85,85,1,1,0.452057292,12,8,NA,0,None,No
2,1285,Shark Bay C,Unburnt,Gheli,Proteaceae,85,76.5,1,0.6,0.452057292,12,8,NA,0,None,No
2,690,Shark Bay C,Annual,Gheli,Proteaceae,125.5,179.5,1.1,1.2,0.66565607,12,3,No,500,Basal,No
2,770,Shark Bay B,Annual,Etetr,Eucalypt,148.2,180.1,NA,0.7,0.130919933,NA,NA,No,300,Basal,No
2,962,Pikertaramoor,Annual,Etetr,Eucalypt,67,181,NA,1.7,0.150934245,NA,NA,No,1200,Basal,No
1,1288,Taracumbi,Annual,Gheli,Proteaceae,351.5,396.5,3.1,2.8,0.360504276,10,40,Yes,280,Epicormic,No
1,617,Shark Bay B,Annual,Emini,Eucalypt,59.5,181.8,NA,1.4,0.381600648,5,5,No,340,Basal,No
1,1289,Shark Bay B,Annual,Bmega,Pantropical,67,88.5,1.5,1.4,0.41460612,0,0,Yes,0,None,No
2,1289,Shark Bay B,Annual,Bmega,Pantropical,88.5,186,1.4,2.4,0.41460612,0,0,Yes,0,None,No
1,1290,Shark Bay C,Unburnt,Bmega,Pantropical,287.9,310.4,3.1,3.6,0.429295638,16,4,NA,0,None,No
2,1290,Shark Bay C,Unburnt,Bmega,Pantropical,310.4,207,3.6,3.9,0.429295638,16,4,NA,0,None,No
1,1292,Shark Bay C,Unburnt,Gheli,Proteaceae,501.5,514.3,4.3,4.4,0.421365197,2,8,NA,0,None,No
2,1292,Shark Bay C,Unburnt,Gheli,Proteaceae,514.3,463.5,4.4,4.3,0.421365197,2,8,NA,0,None,No
1,1293,Shark Bay B,Annual,Gheli,Proteaceae,117,249.5,1.3,2.7,0.262832031,5,5,Yes,45,None,No
2,1293,Shark Bay B,Annual,Gheli,Proteaceae,249.5,324.5,2.7,3.1,0.262832031,5,5,Yes,100,None,No
1,1294,Shark Bay C,Unburnt,Gheli,Proteaceae,238.6,245,3.2,3.4,0.519502342,0,5,NA,0,None,No
2,1294,Shark Bay C,Unburnt,Gheli,Proteaceae,245,241,3.4,3.2,0.519502342,0,5,NA,0,Epicormic,No
2,1265,Taracumbi,Annual,Gheli,Proteaceae,118,182,1.2,1.8,0.328451526,3.5,31.5,No,1500,Basal,No
2,256,Imalu,Annual,Pcare,Pantropical,258.8,182.1,4.5,2.7,0.2494417,44,11,No,1500,Basal,No
1,1296,Taracumbi,Annual,Gheli,Proteaceae,82.5,182.1,1.3,1.6,0.297819036,22.5,7.5,No,110,Basal,No
1,711,Shark Bay C,Annual,Bmega,Pantropical,155.5,182.3,2.3,2.1,0.412333171,5,0,No,330,Basal,No
1,1297,Shark Bay C,Unburnt,Gheli,Proteaceae,423.4,460.7,4,4.3,0.440811184,21,14,NA,0,None,No
2,1297,Shark Bay C,Unburnt,Gheli,Proteaceae,460.7,406,4.3,4.4,0.440811184,21,14,NA,0,None,No
2,1298,Shark Bay C,Unburnt,Gheli,Proteaceae,444.4,508,4.1,4.3,0.473235677,4.75,0.25,NA,0,None,No
1,1298,Shark Bay C,Unburnt,Gheli,Proteaceae,469.2,444.4,3.9,4.1,0.473235677,4.75,0.25,NA,0,None,No
1,1300,Taracumbi,Unburnt,Gheli,Proteaceae,283,335,3.4,4,0.367281901,17.5,17.5,NA,0,None,No
2,1300,Taracumbi,Unburnt,Gheli,Proteaceae,335,378.2,4,3.6,0.367281901,17.5,17.5,NA,0,None,No
2,1301,Taracumbi,Unburnt,Etetr,Eucalypt,32,80,NA,0.4,0.359117839,8,2,NA,0,None,No
1,1301,Taracumbi,Unburnt,Etetr,Eucalypt,60,32,NA,NA,0.359117839,8,2,NA,0,None,No
2,1302,Taracumbi,Unburnt,Echlo,Pantropical,227.2,237.8,2.5,2.6,0.263466797,6,14,NA,0,None,No
1,1302,Taracumbi,Unburnt,Echlo,Pantropical,243.8,227.2,2.7,2.5,0.263466797,6,14,NA,0,None,No
2,1303,Taracumbi,Unburnt,Echlo,Pantropical,321.2,332.4,3.6,3.6,0.301464844,16,4,NA,0,None,No
1,1303,Taracumbi,Unburnt,Echlo,Pantropical,328,321.2,3.5,3.6,0.301464844,16,4,NA,0,None,No
1,1304,Shark Bay A,Unburnt,Cneso,Eucalypt,545.7,587.4,3.4,4.1,0.536240234,0.7,0.3,NA,0,None,No
2,1304,Shark Bay A,Unburnt,Cneso,Eucalypt,587.4,610.7,4.1,4.2,0.536240234,0.7,0.3,NA,0,None,No
1,1305,Taracumbi,Unburnt,Alate,Acacia,337,433.8,3.4,3.6,0.149485677,5,20,NA,0,None,No
2,1305,Taracumbi,Unburnt,Alate,Acacia,433.8,489,3.6,4.1,0.149485677,5,20,NA,0,None,No
1,1306,Taracumbi,Unburnt,Alate,Acacia,355.7,428.4,2.8,3.4,0.427854818,17,3,NA,0,None,No
2,1306,Taracumbi,Unburnt,Alate,Acacia,428.4,499.4,3.4,3.7,0.427854818,17,3,NA,0,None,No
2,1307,Taracumbi,Unburnt,Etetr,Eucalypt,51.8,47,NA,NA,0.314472656,11.25,3.75,NA,0,Epicormic,No
1,1307,Taracumbi,Unburnt,Etetr,Eucalypt,82,51.8,NA,NA,0.314472656,11.25,3.75,NA,0,Basal,No
1,1308,Taracumbi,Unburnt,Alate,Acacia,128,224.5,NA,1.4,0.250281784,9,1,NA,0,Both,No
2,1308,Taracumbi,Unburnt,Alate,Acacia,224.5,298.7,1.4,2,0.250281784,9,1,NA,0,None,No
1,1309,Shark Bay A,Unburnt,Aexce,Pantropical,478.8,493.8,2.8,3.3,0.590342192,1,0,NA,0,None,No
2,1309,Shark Bay A,Unburnt,Aexce,Pantropical,493.8,495.8,3.3,3.8,0.590342192,1,0,NA,0,None,No
1,1310,Taracumbi,Unburnt,Bobov,Pantropical,101,102,NA,1,0.32313151,19,1,NA,0,None,No
2,1310,Taracumbi,Unburnt,Bobov,Pantropical,102,103,1,1,0.32313151,19,1,NA,0,None,No
2,1311,Taracumbi,Unburnt,Alate,Acacia,54,40,NA,NA,0.281848958,13.5,1.5,NA,0,None,No
1,1311,Taracumbi,Unburnt,Alate,Acacia,72,54,NA,NA,0.281848958,13.5,1.5,NA,0,None,No
1,1316,Taracumbi,Unburnt,Echlo,Pantropical,289.5,312.5,3.4,4.2,0.344264323,7.5,2.5,NA,0,None,No
2,1316,Taracumbi,Unburnt,Echlo,Pantropical,312.5,351,4.2,4,0.344264323,7.5,2.5,NA,0,None,No
2,1318,Shark Bay A,Unburnt,Gheli,Proteaceae,168,225,3.9,3.9,0.469565037,1.5,3.5,NA,0,None,No
1,1318,Shark Bay A,Unburnt,Gheli,Proteaceae,310.4,168,NA,3.9,0.469565037,1.5,3.5,NA,0,None,No
1,1319,Taracumbi,Unburnt,Pcare,Pantropical,61,74.5,NA,NA,0.315865885,7,13,NA,0,Basal,No
2,1319,Taracumbi,Unburnt,Pcare,Pantropical,74.5,50,NA,0.3,0.315865885,7,13,NA,0,Basal,No
1,1320,Taracumbi,Unburnt,Gheli,Proteaceae,121.5,153,1.8,1.7,0.319690755,12,8,NA,0,Basal,No
2,1320,Taracumbi,Unburnt,Gheli,Proteaceae,153,173,1.7,1.8,0.319690755,12,8,NA,0,None,No
1,1321,Shark Bay A,Unburnt,Etetr,Eucalypt,331.2,349.5,2.7,3.4,0.37250651,0,0,NA,0,None,No
2,1321,Shark Bay A,Unburnt,Etetr,Eucalypt,349.5,344.4,3.4,3.6,0.37250651,0,0,NA,0,None,No
2,1322,Shark Bay A,Unburnt,Emini,Eucalypt,156.8,164.9,NA,1,0.309322917,0,5,NA,0,None,No
1,1322,Shark Bay A,Unburnt,Emini,Eucalypt,224,156.8,1.3,NA,0.309322917,0,5,NA,0,None,No
1,1323,Taracumbi,Unburnt,Etetr,Eucalypt,62.5,73,NA,NA,0.586484375,12.5,12.5,NA,0,Epicormic,No
2,1323,Taracumbi,Unburnt,Etetr,Eucalypt,73,20,NA,NA,0.586484375,12.5,12.5,NA,0,Epicormic,No
1,1324,Taracumbi,Unburnt,Gheli,Proteaceae,92,100,NA,1.3,0.252548828,21,14,NA,0,None,No
2,1324,Taracumbi,Unburnt,Gheli,Proteaceae,100,165.6,1.3,2.1,0.252548828,21,14,NA,0,Epicormic,No
2,1325,Shark Bay A,Unburnt,Pcare,Pantropical,28,40,NA,NA,0.206813151,2,8,NA,0,None,No
1,1325,Shark Bay A,Unburnt,Pcare,Pantropical,56,28,NA,NA,0.206813151,2,8,NA,0,None,No
1,1326,Taracumbi,Unburnt,Pcare,Pantropical,298.8,305.8,3.8,3.6,0.201500651,15,5,NA,0,None,No
2,1326,Taracumbi,Unburnt,Pcare,Pantropical,305.8,323.6,3.6,3.7,0.201500651,15,5,NA,0,None,No
1,1327,Shark Bay A,Unburnt,Etetr,Eucalypt,485,560.5,4.2,4.4,0.405111208,6,4,NA,0,None,No
2,1327,Shark Bay A,Unburnt,Etetr,Eucalypt,560.5,600.5,4.4,5,0.405111208,6,4,NA,0,None,No
2,1328,Taracumbi,Unburnt,Echlo,Pantropical,275.5,274,3.3,3.7,0.373889974,30,0,NA,0,None,No
1,1328,Taracumbi,Unburnt,Echlo,Pantropical,292.7,275.5,3.1,3.3,0.373889974,30,0,NA,0,None,No
2,1329,Taracumbi,Unburnt,Bobov,Pantropical,55,30,1,1,0.454713542,7.5,2.5,NA,0,None,No
1,1329,Taracumbi,Unburnt,Bobov,Pantropical,81.5,55,NA,1,0.454713542,7.5,2.5,NA,0,None,No
2,1330,Shark Bay A,Unburnt,Cneso,Eucalypt,452.5,486.5,3.4,3.5,0.412583251,5,5,NA,0,None,No
1,1330,Shark Bay A,Unburnt,Cneso,Eucalypt,461.3,452.5,2.7,3.4,0.412583251,5,5,NA,0,None,No
2,1333,Taracumbi,Unburnt,Echlo,Pantropical,28,47,NA,NA,0.285603574,2,8,NA,0,None,No
1,1333,Taracumbi,Unburnt,Echlo,Pantropical,43,28,NA,NA,0.285603574,2,8,NA,0,None,No
2,1334,Taracumbi,Unburnt,Echlo,Pantropical,32,40,NA,NA,0.326785169,13.5,1.5,NA,0,None,No
1,1334,Taracumbi,Unburnt,Echlo,Pantropical,54,32,1,NA,0.326785169,13.5,1.5,NA,0,None,No
1,1335,Taracumbi,Unburnt,Bobov,Pantropical,128.5,139,1.5,1.6,0.35288737,2,3,NA,0,None,No
2,1335,Taracumbi,Unburnt,Bobov,Pantropical,139,157.4,1.6,1.7,0.35288737,2,3,NA,0,None,No
1,1336,Shark Bay A,Unburnt,Cneso,Eucalypt,75,80,NA,NA,0.539383979,2.5,2.5,NA,0,None,No
2,1336,Shark Bay A,Unburnt,Cneso,Eucalypt,80,68,NA,0.2,0.539383979,2.5,2.5,NA,0,None,No
1,1338,Taracumbi,Unburnt,Etetr,Eucalypt,411.2,442.5,3.3,3.6,0.558626029,14.25,0.75,NA,0,None,No
2,1338,Taracumbi,Unburnt,Etetr,Eucalypt,442.5,451.5,3.6,4,0.558626029,14.25,0.75,NA,0,Basal,No
1,1339,Taracumbi,Unburnt,Pcare,Pantropical,69,81,1,1,0.294710286,2,18,NA,0,None,No
2,1339,Taracumbi,Unburnt,Pcare,Pantropical,81,70,1,1.1,0.294710286,2,18,NA,0,None,No
1,1341,Shark Bay A,Unburnt,Bobov,Pantropical,271.6,276.4,3.1,3.5,0.57952474,1,0,NA,0,None,No
2,1341,Shark Bay A,Unburnt,Bobov,Pantropical,276.4,288,3.5,3.4,0.57952474,1,0,NA,0,None,No
2,1342,Shark Bay A,Unburnt,Pcare,Pantropical,301,332.6,3.5,3.7,0.288385417,0.05,0.95,NA,0,None,No
1,1342,Shark Bay A,Unburnt,Pcare,Pantropical,321.2,301,3,3.5,0.288385417,0.05,0.95,NA,0,None,No
1,1343,Shark Bay A,Unburnt,Aexce,Pantropical,346.1,346.6,2.6,3.3,0.289485625,3,2,NA,0,None,No
2,1343,Shark Bay A,Unburnt,Aexce,Pantropical,346.6,367.5,3.3,3.6,0.289485625,3,2,NA,0,Both,No
2,1344,Shark Bay A,Unburnt,Etetr,Eucalypt,50,85.5,NA,0.3,0.498856066,0.5,9.5,NA,0,Basal,No
1,1344,Shark Bay A,Unburnt,Etetr,Eucalypt,64,50,NA,NA,0.498856066,0.5,9.5,NA,0,None,No
2,1345,Taracumbi,Unburnt,Pcare,Pantropical,74,60,NA,0.5,0.413491024,9,1,NA,0,Basal,No
1,1345,Taracumbi,Unburnt,Pcare,Pantropical,77,74,NA,NA,0.413491024,9,1,NA,0,Basal,No
1,1347,Taracumbi,Unburnt,Pcare,Pantropical,96,105,1.3,1.2,0.428634258,2.5,2.5,NA,0,None,No
2,1347,Taracumbi,Unburnt,Pcare,Pantropical,105,90,1.2,1.5,0.428634258,2.5,2.5,NA,0,None,No
2,1349,Shark Bay A,Unburnt,Tferd,Pantropical,265,NA,2.5,NA,0.372958984,2.5,2.5,NA,0,None,No
1,1349,Shark Bay A,Unburnt,Tferd,Pantropical,269,265,2.3,2.5,0.372958984,2.5,2.5,NA,0,None,No
1,1350,Taracumbi,Unburnt,Aexce,Pantropical,140,154.8,NA,1,0.455875627,12.5,12.5,NA,0,None,No
2,1350,Taracumbi,Unburnt,Aexce,Pantropical,154.8,173,1,1,0.455875627,12.5,12.5,NA,0,None,No
2,1351,Taracumbi,Unburnt,Echlo,Pantropical,108.5,113,1.8,1.7,0.193007812,9,1,NA,0,Epicormic,No
1,1351,Taracumbi,Unburnt,Echlo,Pantropical,115,108.5,2,1.8,0.193007812,9,1,NA,0,None,No
2,1352,Taracumbi,Unburnt,Etetr,Eucalypt,210.5,202.5,1.4,1.7,0.409099368,21,14,NA,0,None,No
1,1352,Taracumbi,Unburnt,Etetr,Eucalypt,225.4,210.5,1.2,1.4,0.409099368,21,14,NA,0,Epicormic,No
1,1353,Shark Bay A,Unburnt,Aexce,Pantropical,467.1,467.5,4.1,3.8,0.357636617,0.05,0.95,NA,0,None,No
2,1353,Shark Bay A,Unburnt,Aexce,Pantropical,467.5,504,3.8,4.1,0.357636617,0.05,0.95,NA,0,Basal,No
2,1356,Taracumbi,Unburnt,Bobov,Pantropical,153.8,173.3,1.9,1.8,0.304521484,9.75,5.25,NA,0,None,No
